   184/499     14.4G   0.02613   0.01378   0.01662   0.05652        28      1024    0.4694    0.9654    0.9311    0.7837   0.01565   0.02104   0.01492
   185/499     14.4G   0.02403   0.01458   0.01428   0.05289        29      1024    0.4565    0.9702     0.917    0.7622   0.01619   0.02093   0.01548
   186/499     14.4G   0.02277   0.01385    0.0134   0.05002        39      1024    0.4489    0.9583    0.9066     0.788   0.01349   0.01994   0.01644
   187/499     14.4G     0.023   0.01392   0.01423   0.05115        43      1024    0.4505    0.9583    0.9257    0.7818   0.01543     0.021   0.01528
   188/499     14.4G   0.02306   0.01401   0.01274   0.04981        31      1024    0.4613    0.9583    0.9209    0.8011   0.01401   0.02085   0.01473
   189/499     14.4G    0.0236   0.01446   0.01236   0.05043        36      1024    0.4761    0.9641    0.9278    0.7613   0.01542   0.02171   0.01497
   190/499     14.4G     0.026    0.0142   0.01215   0.05235        26      1024    0.4915    0.9463    0.8847    0.7042   0.01626    0.0219   0.01742
   191/499     14.4G   0.02951   0.01435   0.01274   0.05661        37      1024    0.5019    0.9405    0.9132    0.7533   0.01558   0.02163   0.01547
   192/499     14.4G   0.02544   0.01401   0.01306   0.05251        38      1024    0.4727    0.9583    0.9173    0.8115   0.01371   0.02101   0.01437
   193/499     14.4G   0.02309   0.01331   0.01243   0.04883        34      1024    0.4731    0.9405    0.9141    0.7779   0.01529   0.02106   0.01465
   194/499     14.4G   0.02365   0.01539   0.01292   0.05196        39      1024    0.4727    0.9524    0.9128    0.7684   0.01535   0.02106   0.01491
   195/499     14.4G   0.02477   0.01432   0.01196   0.05105        35      1024    0.4889    0.9524    0.8998    0.7564   0.01524   0.02132    0.0142
   196/499     14.4G    0.0226   0.01341   0.01225   0.04826        35      1024    0.5258    0.9746    0.9325    0.7989    0.0143   0.02142   0.01343
   197/499     14.4G    0.0236   0.01282   0.01188   0.04831        40      1024    0.5189    0.9702    0.9326    0.8024   0.01314   0.02118   0.01682
   198/499     14.4G   0.02574   0.01302   0.01291   0.05167        30      1024    0.5369    0.9683    0.9224    0.7844   0.01401   0.02094   0.01271
   199/499     14.4G   0.02551     0.013    0.0139   0.05241        35      1024    0.5104    0.9405    0.9347    0.7792   0.01447    0.0211   0.01308
   200/499     14.4G   0.02646   0.01431   0.01188   0.05265        23      1024    0.5145    0.9456    0.9348    0.8169   0.01399   0.02054   0.01256
